category,product_description,review_date,review_rating,review_title,review_text,verified_purchase,sentiment,length,similarity,deviation,label
Personal Care,Simple Water Boost Skin Quench Sleeping Cream 50ml,1/6/2019,4,A good product,The cream is very easy to apply and feels extremly cooling. It doesnt dry with any kind of sticky feeling to it. There is very little or no scent to it so the fact the the frangrance is fairly neutral is good. The cream spread and soaks in very easily [This review was collected as part of a promotion.],False,0.7964,65,0.02539471197981466,0.1875,Fake
Personal Care,Simple Water Boost Skin Quench Sleeping Cream 50ml,1/4/2019,5,Beautiful product,"Execellent product, made my skin feel silky smooth and extremely hydrated. Used it for a couple of weeks and my skin felt healthier, more hydrated and overall looked better. Would definitely recommend this product to a friend. [This review was collected as part of a promotion.]",False,0.8834,54,0.032072658465595254,0.8125,Fake
Personal Care,Simple Water Boost Skin Quench Sleeping Cream 50ml,1/5/2019,4,"Smooth, clear skin","This cream is light, odourless and leaves the skin feeling genuinely smooth, supple and refreshed. I use it as part of my nightly routine - applying it when going to bed after washing and drying my face. It is light enough not to clog the pores or feel sticky on the face, and in the morning my face always feels smooth and replenished. I have also tried using this cream during the daytime and, while it has all the benefits described above, it\u2019s not long-lasting enough in terms of the hydration it gives, meaning you often feel the need to reapply after a few hours. All in all a great overnight moisturiser if you have sensitive skin - it\u2019s unscented and it\u2019s really gentle on sore patches. [This review was collected as part of a promotion.]",False,0.8238,150,0.03409828510063131,0.1875,Fake
Personal Care,Radox  Feel Awake for Men Shower Gel 250ml,1/5/2019,5,Fresh and Clean,Fresh and clean. Reliable delivery,True,0.6124,6,0.015524578029617826,0.25,Fake
Homecare,Domestos  15 Minute Sink & Pipe Unblocker 500ml,1/5/2019,5,Great,Does exactly what it says my kitchen sink is always getting blocked and since I have put this down it has not been blocked for the last 2 months,True,-0.4939,29,0.00821437066438327,1.727272727272727,Fake
Personal Care,Tresemme  Heat Defence Spray 300ml,1/5/2019,5,Great,Great,True,0.6249,1,0.052848503523712655,0.4146341463414638,Fake
Personal Care,Dove Men+Care  Extra Fresh Anti-perspirant Deodorant Aerosol 250ml,1/5/2019,3,Well priced,Nice and cost effective,True,0.7096,4,0.012558153912044972,1.3947368421052628,Fake
Homecare,Persil & Comfort  New Baby Essential Laundry Kit (3 Items),1/5/2019,5,Clean and nice smelling,"Great combination, started using when my now 3yo was born and am still using it",True,0.6249,16,0.01646239077529467,0.34999999999999964,Genuine
Homecare,Surf & Comfort  Fragrance Essential Laundry Kit (3 Items),1/5/2019,5,Came really quickly,Nice and fresh smelling products,True,0.6249,5,0.02511461863271628,2.2142857142857144,Fake
Foods,Bovril  Extract Beef and Yeast 250g,1/5/2019,5,A perfect winter drink,"We all crave things that transport us back to more innocent times. For me Bovril is one of those things, from the gooey unctuousness of the tar black bovril overflowing from the spoon to the ""ding ding ding"" as I stir it in hot water to make it dissolve and the earthy, beefy smell with hints of celery and goodness knows what else. Sometimes you can get alcohol fatigue so Bovril is a great alternative to a nightcap or even mug of tea. I even go so far as to dissolve a pat of butter in it too for extra richness and within an hour I'm pretty much knocked out and sleep soundly until morning, warm and comforted. This pack will last me a long time I am sure, certainly 2 winters.",True,0.9714,144,0.009208680557234304,0.0,Genuine
Homecare,Comfort  Sunshiny Days Fabric Conditioner 166 Wash 5L,1/5/2019,5,Lovely conditioner,"Lovely, but can be bought cheaper in home bargains !",True,0.4003,11,0.013122257803836789,0.8409090909090908,Genuine
Homecare,Comfort  Sunshiny Days Fabric Conditioner 166 Wash 5L,1/5/2019,1,Item damaged,Item was damaged and unable to pour without spillage.. have transferred to another bottle as unable to wait for replacement.,True,-0.4404,22,0.004236678986440728,3.159090909090909,Fake
Homecare,Comfort  Sunshiny Days Fabric Conditioner 166 Wash 5L,1/5/2019,5,Smell vey good.,Good price.,True,0.4404,3,0.04947793785284806,0.8409090909090908,Fake
Homecare,Comfort  Pure Fabric Conditioner 166 Wash 5L,1/5/2019,1,Item damaged,Item was damaged and unable to pour without spillage.. have transferred to another bottle as unable to wait for replacement.,True,-0.4404,22,0.004236678986440728,3.3888888888888893,Fake
Homecare,Comfort  Pure Fabric Conditioner 166 Wash 5L,1/5/2019,5,Smell vey good.,Good price.,True,0.4404,3,0.04947793785284806,0.6111111111111107,Fake
Homecare,Comfort  Pure Fabric Conditioner 166 Wash 5L,1/5/2019,5,Lovely conditioner,"Lovely, but can be bought cheaper in home bargains !",True,0.4003,11,0.013122257803836789,0.6111111111111107,Genuine
Homecare,"Persil Powercaps Non Bio Washing Capsules 38 Wash, 1026g",1/5/2019,5,Good price.,It came very fast.,True,0.0,5,0.007419096518743037,0.6190476190476186,Fake
Homecare,"Persil Powercaps Bio Washing Capsules 38 Wash, 1026g",1/5/2019,5,Good price.,It came very fast.,True,0.0,5,0.007419096518743037,0.5,Fake
Homecare,"Persil Powercaps Colour Washing Capsules 38 Wash, 1026g",1/5/2019,5,Good price.,It came very fast.,True,0.0,5,0.007419096518743037,0.5555555555555554,Fake
Homecare,"Persil Powercaps Bio Washing Capsules 50 Wash, 1350g",1/5/2019,5,Good price.,It came very fast.,True,0.0,5,0.007419096518743037,0.5714285714285712,Fake
Homecare,"Persil Powercaps Non Bio Washing Capsules 50 Wash, 1350g",1/5/2019,5,Good price.,It came very fast.,True,0.0,5,0.007419096518743037,0.4920634920634921,Fake
Personal Care,Simple Clear Skin Oil Balancing Moisturiser 75ml,1/6/2019,5,WHERE HAS IT GONE???,Hi Simple!This is my absolute must-have facial moisturiser and now I cannot find it in UK stores anywhere. Have you discontinued this product?! Please don't!,False,0.4898,33,0.010348696984425417,0.0,Fake
Homecare,"Persil Powercaps Non Bio Washing Capsules 38 Wash, 1026g",1/6/2019,1,new formula makes me constantly sneeze,Please go back to the old capsules - these new ones make our household suffer a terrible allergic reaction - constant hay fever!,False,-0.7777,24,0.006260818465945892,3.3809523809523814,Fake
Homecare,Comfort  Pure Fabric Conditioner 85 Wash 3L,1/6/2019,4,great smelling softener,Never usually use laundry softener but was very pleasantly surprised by the results with this product. Clothes smelt great and the smell lasted despite the childrens best efforts! And the clothes came out much softer. Think I am converted!,False,0.8761,43,0.026389197742758608,0.47368421052631593,Fake
Foods,Marmite  Spread Yeast Extract 250g,2/3/2019,5,Prefer glass jar,I am a marmite lover. I have switched back to the glass jar because 1. marmite isn't the right consistency to be squeezed and 2. the glass jar can be recycled.,False,0.5859,34,0.003440736584813375,0.0,Fake
Personal Care,Lynx Africa Body Spray Deodorant Aerosol 200ml,1/6/2019,5,Great,Great,True,0.6249,1,0.052848503523712655,0.18181818181818166,Fake
Foods,Knorr  Chicken Stock Pot 4 x 28g,1/6/2019,5,Good,Thank you,True,0.3612,2,0.004725991298767014,2.0,Fake
Homecare,Surf  Tropical Lily Washing Liquid 85 Wash 3L,1/6/2019,5,Good and has very good smelling clothes,I got this and it’s be a great buy. Don’t have to put much into wash and clean clothes at end of was the fragrance last long time too,True,0.7783,34,0.04379916989677506,0.3461538461538458,Genuine
Homecare,Comfort  Pure Fabric Conditioner 42 Wash 1.5L,2/4/2019,5,Good for sensitive skin,"I had been lured by all the enticing fragrances on other conditioners but noticed that my eyes would smart and my kids would ask why I seemed to be squinting my eyes. I'm now back to using Comfort Pure as I used it before with no reactions. Smells good, softens clothes, can't complain!",False,0.8958,60,0.01643653306306325,0.0,Fake
Homecare,Comfort Creations Cherryblossom & Sweetpea Fabric Conditioner 33 Wash 1.16L,1/6/2019,5,"Strong, but pleasant, smell.","Gives a good result - the fragrance is very strong though and it lasts a long time. I really like it but if you don’t, you won’t really be able to still use the product as there is no avoiding it.",False,-0.1918,48,0.03843521727674337,0.3636363636363633,Fake
Homecare,Comfort  Strawberry & Lily Fabric Conditioner 33 Wash,1/6/2019,5,"Strong, but pleasant, smell.","Gives a good result - the fragrance is very strong though and it lasts a long time. I really like it but if you don’t, you won’t really be able to still use the product as there is no avoiding it.",False,-0.1918,48,0.03843521727674337,0.2631578947368425,Fake
Homecare,Comfort  Honeysuckle & Sandalwood Fabric Conditioner 33 Wash,1/6/2019,5,"Strong, but pleasant, smell.","Gives a good result - the fragrance is very strong though and it lasts a long time. I really like it but if you don’t, you won’t really be able to still use the product as there is no avoiding it.",False,-0.1918,48,0.03843521727674337,0.36842105263157876,Fake
Personal Care,Lynx Africa Body Spray Deodorant Aerosol 200ml,1/6/2019,5,Great,Great,True,0.6249,1,0.052848503523712655,0.18181818181818166,Fake
Personal Care,Vaseline Intensive Care Cocoa Radiant Body Gel Oil 200ml,1/6/2019,5,Very good,Good,True,0.4404,1,0.05224310545150719,0.0,Fake
Homecare,Comfort Intense Fresh Sky Fabric Conditioner 38 Wash 570ml,1/6/2019,5,We love the smell,We love it and even better when it’s on a deal,True,0.7964,13,0.01642507185291396,0.3488372093023253,Genuine
Personal Care,Tresemme  Heat Defence Spray 300ml,1/7/2019,5,Excellent value,Good size spray,True,0.4404,3,0.02334382909096423,0.4146341463414638,Fake
Personal Care,Simple Kind to Hair Gentle Care Shampoo 200ml,1/6/2019,5,A bargain price for the only shampoo I use,The price of this bulk pack is less than buying the items individually from somewhere else. I won't use any other shampoo because they tend to dry my hair and I don't like using a lot of chemicals. This product is perfect as it contains nothing and keeps me dandruff free. Even anti-dandruff shampoo doesn't always work I've found in the past.,True,0.7087,70,0.02907748149864304,0.40000000000000036,Genuine
Foods,Knorr  Chicken Stock cubes 20 x 10g,2/5/2019,5,Stock cubes,Like to make my own soups & casseroles. This product does very well for that.,True,0.5984,17,0.019564796279088904,0.0,Genuine
Personal Care,Tresemme  Heat Defence Spray 300ml,1/7/2019,5,Excellent value,Good size spray,True,0.4404,3,0.02334382909096423,0.4146341463414638,Fake
Refreshment,Solero Exotic Ice Cream 3 x 90ml,1/7/2019,5,tasty and low calories,The best ice cream ever,False,0.6369,5,0.012305124564562783,0.0,Fake
Personal Care,Simple Kind to Hair Gentle Care Shampoo 200ml,1/7/2019,5,Excellent shampoo,I live in an extremely hard water area half the year. As soon as I'm here my hair becomes dry and the scalp sensitive...this is a great shampoo! Both my husband and I are a completely satisfied.,False,0.7777,43,0.017922159557133038,0.40000000000000036,Fake
Personal Care,Vo5  Matt Clay 75ml,1/8/2019,5,Easy to use,Easy to use. I will recommend it if you want to get all glam up to go out somewhere this is the product to use,True,0.6908,26,0.02533166710361648,0.33333333333333304,Genuine
Homecare,Persil & Comfort  New Baby Essential Laundry Kit (3 Items),1/7/2019,1,Dissatisfied,Disappointed shows big conditioner but small arrived,True,-0.2617,7,0.007571923660528763,3.6500000000000004,Fake
Homecare,Comfort  Sunshiny Days Fabric Conditioner 166 Wash 5L,1/7/2019,5,Good price,We all know how this works,True,0.0,6,0.00977693420316486,0.8409090909090908,Fake
Homecare,Comfort  Pure Fabric Conditioner 166 Wash 5L,1/7/2019,5,Good price,We all know how this works,True,0.0,6,0.00977693420316486,0.6111111111111107,Fake
Homecare,"Persil Powercaps Non Bio Washing Capsules 38 Wash, 1026g",1/7/2019,3,Price is good,Doesn’t clean my clothes too well and if there is too many clothes they won’t smell good other wise price is good,True,0.9136,26,0.046668089614710494,1.3809523809523814,Genuine
Homecare,"Persil Powercaps Bio Washing Capsules 38 Wash, 1026g",1/7/2019,3,Price is good,Doesn’t clean my clothes too well and if there is too many clothes they won’t smell good other wise price is good,True,0.9136,26,0.046668089614710494,1.5,Genuine
Homecare,"Persil Powercaps Colour Washing Capsules 38 Wash, 1026g",1/7/2019,3,Price is good,Doesn’t clean my clothes too well and if there is too many clothes they won’t smell good other wise price is good,True,0.9136,26,0.046668089614710494,1.4444444444444446,Genuine
Homecare,"Persil Powercaps Bio Washing Capsules 50 Wash, 1350g",1/7/2019,3,Price is good,Doesn’t clean my clothes too well and if there is too many clothes they won’t smell good other wise price is good,True,0.9136,26,0.046668089614710494,1.4285714285714288,Genuine
Homecare,"Persil Powercaps Non Bio Washing Capsules 50 Wash, 1350g",1/7/2019,3,Price is good,Doesn’t clean my clothes too well and if there is too many clothes they won’t smell good other wise price is good,True,0.9136,26,0.046668089614710494,1.507936507936508,Fake
Personal Care,Tresemme  Silky Smooth Shampoo 900ml,1/8/2019,5,Good value,I would recommend - good value,True,0.7783,6,0.05610207183300937,0.09090909090909083,Fake
Personal Care,Lynx Africa Body Spray Deodorant Aerosol 200ml,1/8/2019,5,,I will be buying again thank,True,0.3612,6,0.008923148219875762,0.18181818181818166,Fake
Personal Care,Lynx Africa Body Spray Deodorant Aerosol 200ml,1/8/2019,5,It is Lynx,What more is there to say,True,0.0,6,0.00650035662322382,0.18181818181818166,Fake
Personal Care,Dove Men+Care  Extra Fresh Anti-perspirant Deodorant Aerosol 250ml,1/8/2019,5,Refreshing,Always been a fan of dove products. Antiperspirant effect lasts longer than any other product I've ever used before. Really gentle on skin and keeps me fresh all day long.,True,0.7778,34,0.03477232861530727,0.6052631578947372,Genuine
Personal Care,Dove Men+Care  Extra Fresh Anti-perspirant Deodorant Aerosol 250ml,1/8/2019,5,Good,As expected - repeat purchase,True,0.0,5,0.005636175384101379,0.6052631578947372,Fake
Homecare,Comfort Intense Fuchsia Passion Fabric Conditioner 64 Wash 960ml,1/8/2019,5,Value for money,Excellent value for money,True,0.7269,4,0.03677239621839834,0.47058823529411775,Fake
Homecare,Surf  Tropical Lily Washing Liquid 85 Wash 3L,1/11/2019,5,Good value,Excellent cleaning. Good value.,True,0.8402,6,0.0373259236360812,0.3461538461538458,Fake
